"title","year","length","budget","rating","votes","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"In the Heat of the Night",1967,109,2000000,8,6752,"",0,0,0,1,0,0,0
"In the Line of Fire",1993,138,40000000,7.3,12923,"",0,0,0,1,0,0,0
"In the Mouth of Madness",1994,95,14000000,6.5,4835,"",0,0,0,0,0,0,0
"In the Name of the Father",1993,133,NA,7.8,10611,"R",0,0,0,1,0,0,0
"In weiter Ferne, so nah!",1993,140,NA,6.8,1450,"",0,0,0,1,0,1,0
"In-Laws, The",1979,103,NA,7.2,1413,"",1,0,1,0,0,0,0
"Incredible Shrinking Man, The",1957,81,750000,7.6,1544,"",0,0,0,0,0,0,0
"Incredibles, The",2004,121,92000000,8.3,30749,"PG",1,1,1,0,0,0,0
"Indecent Proposal",1993,117,38000000,5.3,7397,"",0,0,0,1,0,1,0
"Independence Day",1996,153,75000000,6.1,61831,"PG-13",1,0,0,0,0,0,0
"Indian Runner, The",1991,127,NA,7,1246,"",0,0,0,1,0,0,0
"Indian Summer",1993,97,NA,6.2,1193,"",0,0,1,1,0,0,0
"Indian in the Cupboard, The",1995,96,45000000,5.8,1430,"PG",0,0,0,0,0,0,0
"Indiana Jones and the Last Crusade",1989,127,48000000,8.1,61583,"",1,0,0,0,0,0,0
"Indiana Jones and the Temple of Doom",1984,118,28000000,7.2,34880,"",1,0,0,0,0,0,0
"Indiscreet",1958,100,NA,6.8,1137,"",0,0,1,0,0,1,0
"Indochine",1992,153,NA,6.9,1940,"",0,0,0,1,0,1,0
"Inferno",1980,102,3000000,6.2,1245,"",0,0,0,0,0,0,0
"Inherit the Wind",1960,128,NA,8,3666,"",0,0,0,1,0,0,0
"Innerspace",1987,120,NA,6.4,7354,"",1,0,1,0,0,0,0
"Innocent Blood",1992,115,NA,5.7,1533,"",0,0,1,0,0,1,0
"Innocents, The",1961,100,NA,7.8,1548,"",0,0,0,0,0,0,0
"Insider, The",1999,157,68000000,8,28780,"R",0,0,0,1,0,0,0
"Insomnia",1997,97,NA,7.2,2309,"",0,0,0,0,0,0,0
"Insomnia",2002,118,46000000,7.3,22235,"R",0,0,0,1,0,0,0
"Inspector Gadget",1999,78,75000000,4,5288,"PG",1,0,1,0,0,0,0
"Instinct",1999,126,55000000,6.1,6298,"R",0,0,0,1,0,0,0
"Intacto",2001,104,NA,6.8,2383,"R",0,0,0,1,0,0,0
"Interiors",1978,93,10000000,7.1,1736,"",0,0,0,1,0,0,0
"Intermission",2003,102,5000000,6.4,1971,"R",0,0,1,1,0,0,0
"Internal Affairs",1990,115,NA,6.4,2474,"",0,0,0,1,0,0,0
"Interpreter, The",2005,128,80000000,6.6,4678,"PG-13",0,0,0,1,0,0,0
"Intersection",1994,98,NA,4.9,1534,"",0,0,0,1,0,1,0
"Interstate 60",2002,116,7000000,7.7,2495,"R",0,0,1,1,0,0,0
"Interview with the Vampire: The Vampire Chronicles",1994,123,50000000,7.2,26698,"",0,0,0,1,0,0,0
"Intimacy",2001,115,NA,6.6,1955,"R",0,0,0,1,0,0,0
"Into the Night",1985,115,NA,6.3,1651,"",1,0,1,1,0,0,0
"Intolerable Cruelty",2003,100,60000000,6.6,11967,"PG-13",0,0,1,0,0,1,0
"Intolerance: Love's Struggle Through the Ages",1916,197,385907,7.8,1493,"",0,0,0,1,0,0,0
"Invasion of the Body Snatchers",1956,80,417000,7.8,5286,"",0,0,0,0,0,0,0
"Invasion of the Body Snatchers",1978,115,NA,7.1,4278,"",0,0,0,0,0,0,0
"Invasions barbares, Les",2003,112,5000000,7.9,4900,"R",0,0,1,1,0,0,0
"Inventing the Abbotts",1997,110,NA,6.2,2464,"R",0,0,0,1,0,1,0
"Invisible Man, The",1933,71,NA,7.7,2568,"",0,0,0,0,0,0,0
"Io non ho paura",2003,107,NA,7.7,1741,"R",0,0,0,1,0,0,0
"Ipcress File, The",1965,109,NA,7.3,1464,"",0,0,0,0,0,0,0
"Irma la Douce",1963,135,5000000,7.2,1964,"",0,0,1,0,0,1,0
"Iron Eagle",1986,117,NA,4.8,2166,"",1,0,0,0,0,0,0
"Iron Eagle II",1988,105,NA,3.2,1242,"",1,0,0,1,0,0,0
"Iron Giant, The",1999,86,48000000,7.9,15151,"PG",0,1,0,0,0,0,0
"Iron Will",1994,108,NA,6.1,1048,"",0,0,0,0,0,0,0
"Ironweed",1987,143,NA,6.4,1053,"",0,0,0,1,0,0,0
"Ishtar",1987,107,40000000,3.7,3479,"",0,0,1,0,0,0,0
"Island of Dr. Moreau, The",1996,99,40000000,4,5983,"PG-13",0,0,0,0,0,0,0
"It Could Happen to You",1994,101,NA,6.2,5005,"",0,0,1,1,0,1,0
"It Happened One Night",1934,105,325000,8.3,7924,"",0,0,1,0,0,1,0
"It Takes Two",1995,101,NA,4.9,1233,"PG",0,0,1,0,0,1,0
"It's All About Love",2003,105,NA,5.7,1295,"R",0,0,0,1,0,1,0
"It's Pat",1994,77,NA,2.5,2624,"",0,0,1,0,0,0,0
"It's a Mad Mad Mad Mad World",1963,192,9400000,7.2,5891,"",1,0,1,0,0,0,0
"It's a Wonderful Life",1946,118,3180000,8.6,41199,"",0,0,0,1,0,1,0
"Italian Job, The",1969,99,NA,7.2,4459,"",1,0,1,0,0,0,0
"Italian Job, The",2003,111,60000000,6.9,18496,"PG-13",1,0,0,0,0,0,0
"Italiensk for begyndere",2000,97,NA,7.2,3776,"R",0,0,1,1,0,1,0
"Ivanhoe",1952,106,NA,6.8,1011,"",0,0,0,1,0,1,0
"Ivanovo detstvo",1962,84,NA,7.6,1077,"",0,0,0,1,0,0,0
"JFK",1991,206,40000000,7.8,26456,"R",0,0,0,1,0,0,0
"Jabberwocky",1977,105,500000,6,2109,"",0,0,1,0,0,0,0
"Jack",1996,113,45000000,5.2,5256,"PG-13",0,0,1,1,0,0,0
"Jack Frost",1997,89,NA,3.9,1277,"R",0,0,1,0,0,0,0
"Jack Frost",1998,101,50000000,4.5,2130,"PG",0,0,1,1,0,0,0
"Jack and Sarah",1995,110,NA,6.4,1007,"PG",0,0,1,0,0,1,0
"Jackal, The",1997,124,60000000,5.7,12753,"R",0,0,0,0,0,0,0
"Jackass: The Movie",2002,87,5000000,6.1,8893,"R",0,0,1,0,1,0,0
"Jacket, The",2005,102,19000000,6.4,1564,"R",0,0,0,0,0,0,0
"Jackie Brown",1997,154,12000000,7.5,28891,"R",0,0,0,1,0,0,0
"Jacob's Ladder",1990,115,25000000,7.3,8901,"",0,0,0,1,0,0,0
"Jade",1995,107,50000000,4.8,2380,"R",1,0,0,1,0,0,0
"Jagged Edge",1985,108,NA,6.5,2247,"",0,0,0,0,0,1,0
"Jakob the Liar",1999,120,15000000,5.9,2544,"PG-13",0,0,1,1,0,0,0
"Jalla! Jalla!",2000,88,NA,7.1,2881,"",0,0,1,1,0,0,0
"James and the Giant Peach",1996,79,38000000,6.6,3144,"PG",0,1,0,0,0,0,0
"Jane Austen's Mafia!",1998,83,10000000,4.8,2999,"",0,0,1,1,0,0,0
"Jane Eyre",1944,97,NA,7.5,1081,"",0,0,0,1,0,1,0
"Jane Eyre",1996,116,NA,6.5,1381,"",0,0,0,1,0,1,0
"Janghwa, Hongryeon",2003,115,NA,7.5,1674,"",0,0,0,1,0,0,0
"January Man",1989,97,NA,5.3,1368,"",0,0,1,0,0,0,0
"Japanese Story",2003,105,5740000,7,1330,"R",0,0,0,1,0,0,0
"Jason Goes to Hell: The Final Friday",1993,91,2500000,3.9,2651,"",1,0,0,0,0,0,0
"Jason X",2001,85,14000000,4.6,5975,"R",0,0,0,0,0,0,0
"Jason and the Argonauts",1963,104,1000000,7.2,2408,"",1,0,0,0,0,0,0
"Jawbreaker",1999,96,NA,4.6,4016,"R",0,0,1,0,0,0,0
"Jaws",1975,130,12000000,8.2,46978,"",0,0,0,0,0,0,0
"Jaws 2",1978,116,NA,5.3,6221,"",0,0,0,0,0,0,0
"Jaws 3-D",1983,99,20500000,3.2,5028,"",1,0,0,0,0,0,0
"Jaws: The Revenge",1987,91,23000000,2.6,5365,"",0,0,0,0,0,0,0
"Jay and Silent Bob Strike Back",2001,104,22000000,6.9,24211,"R",0,0,1,0,0,0,0
"Jean de Florette",1986,120,NA,8,5826,"",0,0,0,1,0,0,0
"Jeepers Creepers",2001,90,10000000,5.4,10973,"R",0,0,0,1,0,0,0
"Jeepers Creepers II",2003,104,25000000,5.2,4069,"R",0,0,0,0,0,0,0
"Jeffrey",1995,92,NA,6.5,2076,"R",0,0,1,1,0,0,0
"Jennifer Eight",1992,125,NA,6,2764,"",0,0,0,0,0,0,0
"Jenseits der Stille",1996,109,NA,7.4,1199,"PG-13",0,0,0,1,0,0,0
"Jeremiah Johnson",1972,116,NA,7.3,2207,"",0,0,0,0,0,0,0
"Jerk, The",1979,94,NA,6.8,6715,"",0,0,1,0,0,0,0
"Jerry Maguire",1996,139,50000000,7.3,34623,"R",0,0,1,1,0,1,0
"Jersey Girl",2004,102,35000000,6.4,6853,"PG-13",0,0,1,1,0,0,0
"Jesus Christ Superstar",1973,108,NA,6.7,4102,"",0,0,0,0,0,0,0
"Jesus' Son",1999,107,2500000,6.9,2291,"R",0,0,0,1,0,0,0
"Jeux d'enfants",2003,93,NA,7,1605,"R",0,0,0,1,0,1,0
"Jewel of the Nile, The",1985,106,NA,5.7,6662,"",1,0,1,0,0,1,0
"Jezebel",1938,104,1250000,7.4,1163,"",0,0,0,1,0,0,0
"Jian gui",2002,94,NA,6.9,4114,"R",0,0,0,1,0,0,0
"Jimmy Neutron: Boy Genius",2001,84,25000000,6,2280,"",0,1,1,0,0,0,0
"Jing cha gu shi III: Chao ji jing cha",1992,95,900000,6.7,2024,"R",1,0,1,0,0,0,0
"Jing cha gu shi IV: Jian dan ren wu",1996,88,NA,6.2,2917,"PG-13",1,0,1,0,0,0,0
"Jing ke ci qin wang",1999,163,NA,7.3,1862,"",0,0,0,1,0,0,0
"Jing wu men",1972,107,100000,6.7,1667,"",1,0,0,1,0,0,0
"Jing wu ying xiong",1994,103,NA,7.4,2871,"R",1,0,0,1,0,0,0
"Jingle All the Way",1996,88,60000000,4.7,6246,"PG",1,0,1,0,0,0,0
"Jisatsu saakuru",2002,99,250000,6.8,1311,"R",0,0,0,0,0,0,0
"Joe Dirt",2001,91,16000000,5.1,5514,"PG-13",0,0,1,0,0,1,0
"Joe Somebody",2001,98,38000000,5.5,1937,"PG",0,0,1,1,0,1,0
"Joe Versus the Volcano",1990,102,NA,5.3,8136,"",0,0,1,1,0,1,0
"Joe's Apartment",1996,80,13000000,5,2169,"PG-13",0,0,1,0,0,0,0
"John Q",2002,116,36000000,6.4,8952,"PG-13",0,0,0,1,0,0,0
"Johnny Dangerously",1984,90,NA,5.7,2505,"",0,0,1,0,0,0,0
"Johnny English",2003,87,35000000,5.6,8125,"PG",1,0,1,0,0,0,0
"Johnny Got His Gun",1971,111,NA,7.4,1052,"",0,0,0,1,0,0,0
"Johnny Guitar",1954,110,NA,7.5,1475,"",0,0,0,0,0,0,0
"Johnny Handsome",1989,94,NA,5.6,1038,"",0,0,0,1,0,0,0
"Johnny Mnemonic",1995,96,26000000,4.7,8258,"",1,0,0,0,0,0,0
"Johnny Stecchino",1991,121,NA,6.8,1332,"",0,0,1,0,0,0,0
"Josie and the Pussycats",2001,98,22000000,5.2,4508,"PG-13",0,0,1,0,0,0,0
"Journey to the Center of the Earth",1959,132,NA,6.8,1669,"",0,0,0,0,0,0,0
"Joy Luck Club, The",1993,139,NA,7.3,4306,"",0,0,0,1,0,0,0
"Joy Ride",2001,97,23000000,6.6,8132,"R",0,0,0,0,0,0,0
"Ju Dou",1990,95,NA,7.5,1385,"",0,0,0,1,0,0,0
"Ju-on: The Grudge",2003,92,NA,6.5,2541,"R",0,0,0,0,0,0,0
"Judas Kiss",1998,98,NA,6.4,1111,"R",0,0,0,1,0,0,0
"Jude",1996,123,NA,7,2238,"R",0,0,0,1,0,0,0
"Judge Dredd",1995,96,90000000,4.6,9979,"R",1,0,0,0,0,0,0
"Judgment Night",1993,110,NA,6,2552,"",1,0,0,0,0,0,0
"Judgment at Nuremberg",1961,186,3000000,8.2,3336,"",0,0,0,1,0,0,0
"Jui kuen",1978,107,NA,7.4,1861,"PG-13",1,0,1,0,0,0,0
"Jui kuen II",1994,99,2000000,7.5,4628,"R",1,0,1,0,0,0,0
"Juice",1992,95,NA,6.3,1428,"",1,0,0,1,0,0,0
"Jules et Jim",1962,105,NA,7.7,3651,"",0,0,0,1,0,1,0
"Julia",1977,118,NA,7.3,1058,"",0,0,0,1,0,0,0
"Julien Donkey-Boy",1999,101,NA,5.3,1037,"R",0,0,0,1,0,0,0
"Julius Caesar",1953,120,NA,7.5,1094,"",0,0,0,1,0,0,0
"Jumanji",1995,104,65000000,6,14874,"PG",1,0,1,0,0,0,0
"Jumpin' Jack Flash",1986,100,NA,5.3,4125,"",1,0,1,0,0,1,0
"Jungle 2 Jungle",1997,105,NA,4.7,2203,"PG",0,0,1,0,0,0,0
"Jungle Book, The",1967,78,NA,7.5,9027,"",0,1,1,0,0,0,0
"Jungle Book, The",1994,111,27000000,5.9,1692,"",0,0,0,0,0,1,0
"Jungle Fever",1991,132,14000000,6.4,2829,"",0,0,0,1,0,1,0
"Junior",1994,109,NA,4.6,6293,"",0,0,1,0,0,0,0
"Jurassic Park",1993,127,63000000,7.4,57473,"",1,0,0,0,0,0,0
"Jurassic Park III",2001,92,93000000,5.6,20690,"PG-13",1,0,0,0,0,0,0
"Juror, The",1996,118,44000000,5.3,2920,"R",0,0,0,1,0,0,0
"Jury Duty",1995,88,NA,3.5,1978,"PG-13",0,0,1,0,0,0,0
"Just Cause",1995,102,NA,6.1,3743,"",0,0,0,1,0,0,0
"Just Married",2003,95,NA,5,5954,"PG-13",0,0,1,0,0,1,0
"Just One of the Guys",1985,100,NA,5.7,1560,"",0,0,1,0,0,0,0
"Just Visiting",2001,93,40000000,5.6,2212,"",0,0,1,0,0,0,0
"K-19: The Widowmaker",2002,140,100000000,6.6,8292,"PG-13",0,0,0,1,0,0,0
"K-9",1989,101,NA,5.2,2227,"",1,0,1,0,0,0,0
"K-PAX",2001,120,48000000,7.2,17235,"PG-13",0,0,0,1,0,0,0
"Kabinett des Doktor Caligari, Das",1920,67,NA,8.1,3599,"",0,0,0,1,0,0,0
"Kafka",1991,92,11000000,6.9,1751,"",0,0,0,1,0,0,0
"Kagemusha",1980,162,6000000,7.9,3536,"",0,0,0,1,0,0,0
"Kakushi toride no san akunin",1958,126,NA,8,3281,"",1,0,0,0,0,0,0
"Kalifornia",1993,118,9000000,6.6,8113,"",0,0,0,0,0,0,0
"Kama Sutra: A Tale of Love",1996,114,3000000,5.5,1491,"R",0,0,0,1,0,1,0
"Kangaroo Jack",2003,89,60000000,3.9,3661,"PG",0,0,1,0,0,0,0
"Kansas City",1996,116,19000000,5.8,1077,"R",0,0,0,1,0,0,0
"Karakter",1997,122,4500000,7.7,2687,"R",0,0,0,1,0,0,0
"Karate Kid, Part II, The",1986,113,NA,5.1,6130,"",1,0,0,1,0,0,0
"Karate Kid, Part III, The",1989,112,NA,3.9,4141,"",1,0,0,1,0,0,0
"Karate Kid, The",1984,126,NA,6.6,10783,"",0,0,0,1,0,0,0
"Kate & Leopold",2001,123,48000000,6.3,8060,"PG-13",0,0,1,0,0,1,0
"Kauas pilvet karkaavat",1996,96,NA,7.7,1027,"",0,0,1,1,0,0,0
"Kazaam",1996,93,NA,2.3,3500,"PG",0,0,1,1,0,0,0
"Kaze no tani no Naushika",1984,84,NA,8,3314,"PG",0,1,0,1,0,0,0
"Keep, The",1983,96,6000000,5.4,1217,"",0,0,0,0,0,0,0
"Keeping the Faith",2000,128,30000000,6.8,11351,"PG-13",0,0,1,1,0,1,0
"Kelly's Heroes",1970,144,NA,7.3,5325,"",1,0,1,0,0,0,0
"Ken Park",2002,97,NA,6,2955,"",0,0,0,1,0,0,0
"Kentucky Fried Movie, The",1977,90,600000,6.4,3756,"",0,0,1,0,0,0,0
"Kes",1969,90,NA,7.5,1009,"",0,0,0,1,0,0,0
"Kevin & Perry Go Large",2000,83,NA,4.6,1284,"R",0,0,1,0,0,0,0
"Key Largo",1948,101,NA,7.8,5085,"",0,0,0,1,0,0,0
"Kicking and Screaming",1995,96,NA,6.7,1363,"R",0,0,1,1,0,0,0
"Kid Stays In the Picture, The",2002,93,NA,7.5,1532,"R",0,0,0,0,1,0,0
"Kid, The",1921,54,250000,8.2,2687,"",0,0,1,1,0,0,0
"Kid, The",2000,104,65000000,6.1,5418,"PG",0,0,1,1,0,0,0
"Kids",1995,91,1500000,6.6,9099,"",0,0,0,1,0,0,0
"Kids in the Hall: Brain Candy",1996,89,NA,6.4,2720,"",0,0,1,0,0,0,0
"Kika",1993,114,NA,6.2,1568,"",0,0,1,1,0,0,0
"Kikujiro no natsu",1999,121,NA,7.5,2837,"PG-13",0,0,1,1,0,0,0
"Kill Bill: Vol. 1",2003,111,55000000,8.3,65026,"R",1,0,0,1,0,0,0
"Kill Bill: Vol. 2",2004,136,30000000,8.3,44189,"R",1,0,0,1,0,0,0
"Killer Klowns from Outer Space",1988,88,2000000,5.3,2702,"",0,0,1,0,0,0,0
"Killer's Kiss",1955,67,75000,6.6,1871,"",0,0,0,1,0,0,0
"Killers, The",1946,96,NA,7.8,1593,"",0,0,0,0,0,0,0
"Killing Fields, The",1984,141,NA,7.9,9575,"",0,0,0,1,0,0,0
"Killing Me Softly",2002,104,25000000,5.4,1771,"R",0,0,0,1,0,0,0
"Killing Zoe",1994,99,1500000,6.2,4834,"",0,0,0,0,0,0,0
"Killing, The",1956,85,320000,8.1,6980,"",0,0,0,1,0,0,0
"Kind Hearts and Coronets",1949,106,NA,8.2,3489,"",0,0,1,1,0,0,0
"Kindergarten Cop",1990,111,NA,5.8,13476,"",1,0,1,0,0,0,0
"King Arthur",2004,140,90000000,6,14272,"R",1,0,0,1,0,0,0
"King Kong",1933,100,670000,7.9,10301,"",0,0,0,0,0,0,0
"King Kong",1976,134,24000000,5.3,3181,"",0,0,1,0,0,1,0
"King Ralph",1991,97,NA,4.7,3007,"",0,0,1,0,0,0,0
"King Solomon's Mines",1985,100,12500000,4.4,1662,"",1,0,1,0,0,0,0
"King and I, The",1956,133,NA,7.4,3694,"",0,0,1,1,0,1,0
"King of Comedy, The",1983,109,20000000,7.5,6189,"",0,0,1,1,0,0,0
"King of New York",1990,103,NA,6.7,2566,"",1,0,0,1,0,0,0
"King of the Hill",1993,109,8000000,7.4,1233,"",0,0,0,1,0,0,0
"Kingdom of Heaven",2005,145,130000000,7,6498,"R",1,0,0,1,0,0,0
"Kingpin",1996,117,25000000,6.6,10643,"PG-13",0,0,1,0,0,0,0
"Kinsey",2004,118,11000000,7.6,3225,"R",0,0,0,1,0,0,0
"Kiss Me Deadly",1955,104,NA,7.6,1836,"",0,0,0,0,0,0,0
"Kiss of the Dragon",2001,98,25000000,6.2,7887,"R",1,0,0,1,0,0,0
"Kiss of the Spider Woman",1985,120,NA,7.2,2274,"",0,0,0,1,0,0,0
"Kiss the Girls",1997,111,27000000,6.4,9041,"R",0,0,0,1,0,0,0
"Kissing Jessica Stein",2001,97,1000000,7,4236,"R",0,0,1,0,0,1,0
"Kissing a Fool",1998,93,NA,5.6,1579,"R",0,0,1,0,0,1,0
"Klute",1971,114,NA,7,2293,"",0,0,0,1,0,0,0
"Knight Moves",1992,116,NA,5.7,1420,"",0,0,0,0,0,0,0
"Knight's Tale, A",2001,132,41000000,6.5,15006,"PG-13",1,0,1,0,0,0,0
"Knock Off",1998,91,35000000,3.8,1947,"R",1,0,0,0,0,0,0
"Knockaround Guys",2001,91,NA,5.9,3848,"R",1,0,1,1,0,0,0
"Knockin' On Heaven's Door",1997,87,NA,7.5,1959,"",1,0,1,1,0,0,0
"Kolya",1996,105,NA,7.6,3729,"PG-13",0,0,0,1,0,0,0
"Kontroll",2003,107,500000,7.8,1174,"R",0,0,0,0,0,0,0
"Kopps",2003,90,NA,6.7,2448,"",1,0,1,0,0,0,0
"Koroshiya 1",2001,129,NA,7.1,3599,"R",0,0,0,0,0,0,0
"Koyaanisqatsi",1983,87,NA,7.9,4928,"",0,0,0,0,1,0,0
"Kramer vs. Kramer",1979,105,NA,7.5,7587,"",0,0,0,1,0,0,0
"Krieger und die Kaiserin, Der",2000,135,NA,7.5,4375,"R",0,0,0,1,0,1,0
"Krippendorf's Tribe",1998,94,NA,4.6,1451,"PG-13",0,0,1,0,0,0,0
"Krull",1983,117,NA,5.5,3081,"",1,0,0,0,0,0,0
"Kuffs",1992,102,NA,5.2,1850,"",1,0,1,0,0,0,0
"Kukushka",2002,105,NA,7.9,1043,"PG-13",0,0,1,1,0,0,0
"Kull the Conqueror",1997,95,NA,4.4,1268,"PG-13",1,0,0,0,0,0,0
"Kundun",1997,128,28000000,7.1,4306,"PG-13",0,0,0,1,0,0,0
"Kung Pow: Enter the Fist",2002,82,10000000,5.1,5871,"PG-13",1,0,1,0,0,0,0
"Kurenai no buta",1992,94,NA,7.9,2056,"PG",0,1,1,0,0,1,0
"Kurt & Courtney",1998,95,NA,6.2,1009,"R",0,0,0,0,1,0,0
"L.A. Confidential",1997,138,35000000,8.4,69600,"",0,0,0,1,0,0,0
"L.A. Story",1991,95,NA,6.8,7505,"",0,0,1,0,0,1,0
"L.I.E.",2001,97,NA,7.2,2296,"R",0,0,0,1,0,0,0
"La Bamba",1987,108,NA,6.5,2998,"",0,0,0,1,0,0,0
"Labyrinth",1986,101,25000000,7,12661,"",0,0,0,0,0,0,0
"Ladder 49",2004,115,NA,6.5,5583,"PG-13",1,0,0,1,0,0,0
"Ladri di biciclette",1948,93,NA,8.4,7381,"",0,0,0,1,0,0,0
"Lady Eve, The",1941,97,NA,8,2136,"",0,0,1,0,0,1,0
"Lady Jane",1986,142,NA,7,1018,"",0,0,0,1,0,0,0
"Lady Vanishes, The",1938,97,NA,8,4434,"",0,0,0,1,0,0,0
"Lady and the Tramp",1955,75,4000000,7.4,6952,"",0,1,1,1,0,1,0
"Lady from Shanghai, The",1947,79,2000000,7.6,2377,"",0,0,0,1,0,0,0
"Ladybugs",1992,90,NA,4.5,1489,"",0,0,1,0,0,0,0
"Ladyhawke",1985,121,20000000,6.8,7090,"",0,0,0,0,0,1,0
"Ladykillers, The",1955,97,NA,7.9,3871,"",0,0,1,0,0,0,0
"Ladykillers, The",2004,104,35000000,6.4,10580,"R",0,0,1,0,0,0,0
"Lagaan: Once Upon a Time in India",2001,224,NA,7.5,2717,"PG",0,0,0,1,0,1,0
"Lai wong",1991,88,NA,6.7,1083,"R",1,0,1,0,0,0,0
"Lair of the White Worm, The",1988,93,2500000,5.4,1716,"",0,0,0,0,0,0,0
"Lake Placid",1999,82,27000000,5.2,7836,"R",1,0,1,0,0,0,0
"Land Before Time, The",1988,70,12300000,6.4,3630,"",0,1,0,1,0,0,0
"Land and Freedom",1995,104,NA,7.3,1393,"",0,0,0,1,0,0,0
"Lantana",2001,121,NA,7.6,5421,"R",0,0,0,1,0,0,0
"Lara Croft Tomb Raider: The Cradle of Life",2003,117,90000000,5.2,9103,"PG-13",1,0,0,0,0,0,0
"Lara Croft: Tomb Raider",2001,100,80000000,5.2,21861,"PG-13",1,0,0,0,0,0,0
"Laramie Project, The",2002,97,NA,7.3,1503,"",0,0,0,1,0,0,0
"Lashou shentan",1992,131,4500000,7.9,6568,"R",1,0,0,1,0,0,0
"Last Action Hero",1993,130,60000000,5.4,15266,"",1,0,1,0,0,0,0
"Last American Virgin, The",1982,92,NA,5.3,1033,"",0,0,1,1,0,0,0
"Last Boy Scout, The",1991,96,NA,6.4,10044,"",1,0,1,0,0,0,0
"Last Castle, The",2001,131,60000000,6.4,7233,"R",1,0,0,1,0,0,0
"Last Days of Disco, The",1998,113,NA,6.3,2633,"R",0,0,1,1,0,0,0
"Last Detail, The",1973,103,NA,7.4,2184,"",0,0,1,1,0,0,0
"Last Dragon, The",1985,109,10000000,5.6,1343,"",1,0,0,1,0,0,0
"Last Emperor, The",1987,219,25000000,7.7,9507,"",0,0,0,1,0,0,0
"Last House on the Left, The",1972,85,87000,5.5,2522,"",0,0,0,0,0,0,0
"Last Man Standing",1996,101,67000000,5.7,6751,"R",1,0,0,1,0,0,0
"Last Orders",2001,109,12000000,7.1,1583,"R",0,0,0,1,0,0,0
"Last Picture Show, The",1971,118,1300000,8,5340,"R",0,0,0,1,0,0,0
"Last Samurai, The",2003,154,100000000,7.9,31668,"R",1,0,0,1,0,0,0
"Last Seduction, The",1994,110,2500000,7.2,4157,"",0,0,0,1,0,0,0
"Last Starfighter, The",1984,101,15000000,6.2,4890,"",1,0,1,0,0,0,0
"Last Supper, The",1995,92,NA,6.8,3331,"R",0,0,1,1,0,0,0
"Last Temptation of Christ, The",1988,164,7000000,7.5,8074,"",0,0,0,1,0,0,0
"Last Unicorn, The",1982,92,NA,6.8,3221,"",0,1,0,0,0,0,0
"Last Waltz, The",1978,117,NA,7.8,2314,"",0,0,0,0,1,0,0
"Last of the Mohicans, The",1992,117,40000000,7.5,15293,"",0,0,0,1,0,1,0
"Latter Days",2003,107,850000,7.3,1396,"R",0,0,1,1,0,1,0
"Laura",1944,88,NA,8.2,4632,"",0,0,0,0,0,1,0
"Laurel Canyon",2002,103,NA,6.5,2614,"R",0,0,0,1,0,0,0
"Lavender Hill Mob, The",1951,81,NA,7.8,1876,"",0,0,1,0,0,0,0
"Lawn Dogs",1997,101,8000000,7.5,1856,"R",0,0,0,1,0,0,0
"Lawnmower Man 2: Beyond Cyberspace",1996,92,NA,2.4,2303,"PG-13",1,0,0,0,0,0,0
"Lawnmower Man, The",1992,140,10000000,5,5799,"",1,0,0,0,0,0,0
"Lawrence of Arabia",1962,227,15000000,8.6,31230,"",0,0,0,1,0,0,0
"Laws of Attraction",2004,90,28000000,5.7,2349,"PG-13",0,0,1,0,0,1,0
"Layer Cake",2004,105,NA,7.1,1671,"R",1,0,0,1,0,0,0
"League of Extraordinary Gentlemen, The",2003,110,78000000,5.4,15647,"PG-13",1,0,0,0,0,0,0
"League of Their Own, A",1992,128,40000000,6.9,14318,"",0,0,1,1,0,0,0
"Lean on Me",1989,104,NA,6.9,2451,"",0,0,0,1,0,0,0
"Leap of Faith",1992,108,NA,5.9,2627,"",0,0,1,1,0,0,0
"Leatherface: Texas Chainsaw Massacre III",1990,85,NA,4,1008,"",0,0,1,0,0,0,0
"Leaving Las Vegas",1995,111,4000000,7.5,18027,"R",0,0,0,1,0,1,0
"Legal Eagles",1986,116,35000000,5.6,2132,"",0,0,1,0,0,1,0
"Legally Blonde",2001,96,18000000,6.4,17572,"PG-13",0,0,1,0,0,0,0
"Legally Blonde 2: Red, White & Blonde",2003,95,45000000,4.4,6293,"PG-13",0,0,1,0,0,0,0
"Legend",1985,89,25000000,6.1,7744,"",0,0,0,0,0,1,0
"Legend of Bagger Vance, The",2000,126,60000000,6.4,7123,"PG-13",0,0,1,1,0,1,0
"Legend of Billie Jean, The",1985,96,NA,5.5,1142,"",0,0,0,1,0,0,0
"Legend of Hell House, The",1973,95,NA,7,1100,"",0,0,0,0,0,0,0
"Legends of the Fall",1994,133,30000000,6.7,13327,"",0,0,0,1,0,1,0
"Leggenda del pianista sull'oceano, La",1998,120,9000000,7.6,3599,"R",0,0,0,1,0,0,0
"Legionnaire",1998,98,35000000,4.5,1773,"R",1,0,0,0,0,0,0
"Lemony Snicket's A Series of Unfortunate Events",2004,108,125000000,6.7,8402,"PG",0,0,1,0,0,0,0
"Lengua de las mariposas, La",1999,96,NA,7.3,1258,"R",0,0,0,1,0,0,0
"Lenny",1974,111,NA,7.5,2145,"",0,0,0,1,0,0,0
"Leonard Part 6",1987,85,NA,2.3,2207,"",0,0,1,0,0,0,0
